title,link,content_excerpt,gemini_classification,gemini_reason,gemini_confidence
까비..,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4477&page=5,어려운데는 다 넘겨놓고 쉬운데서 그렛나버린......,일반글,해당 없음,0.95
키씹좀 고쳐라,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4476&page=5,뭔 리듬게임이 시발 1분중반~2분초반짜리 한곡하는동안 키씹이 6번씩이나 터지냐...,비방글,1. 욕설 사용,0.95
왤케 엄격해,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4475&page=5,감사합니다하고 하면되는데 시발...,비방글,1. 직접적인 욕설 포함,0.85
25첫푸펙,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4473&page=5,세부는버렷어.....,일반글,해당 없음,0.90
ㄱㄴㄱㄴㅇ~ ㄱㄴㄱㄴㅇ~,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4472&page=5,ㅋㅅㄴ~ㅎㅂㅅㄴ~ ㅇㅅㄴ ㅇㄷㄹ~...,일반글,해당 없음,0.80
업뎃이 너무 느리긴 함,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4471&page=5,패턴 외주도 하면서 개발 인력이 부족한 건지 업뎃이 너무 없음 - dc official App...,일반글,해당 없음,0.95
5만점 찍었는데 칭찬좀,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4470&page=5,피곤해서 세부는 좀 창났는데 이해좀요ㅎㅎ; 5만점은 솔직히 쉽게 왔고 5.5만점은 쉽지 않을거 같음 지금 당장 열심히 올리면 5.3정도가 최대이지 않을까 싶긴 함 현재 스킬 젤 낮은건 908 젤 높은건 1113인걸 보니 ㄹㅇ 쉽지 않을듯...,일반글,해당 없음,0.95
이 게임 안하게 되는 계기가 딱하나임,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4469&page=5,키빔이 시발임 너무 길어서 정신 나갈거 같음 다 괜찮은데 패치 빨리빨리 해줬으면 함...,비방글,1. 직접적인 욕설 포함,0.85
패론치2호,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4468&page=5,정박좋아...,일반글,해당 없음,0.85
아이링이 젤 맘에드네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4467&page=5,애들 다 본건 아닌데 일단 아이링이 제일 맘에들어...,일반글,해당 없음,0.95
라벨,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4466&page=5,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
후원자 캐릭은 언제 나오려나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4465&page=5,빨리 보고 싶은데 플엑 때도 공개 안 되겠지?...,일반글,해당 없음,0.95
이겜 지금 사도됨? 세일안하나요,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4464&page=5,얼리엑세1스 하면 특전줌?...,일반글,해당 없음,0.95
11삑,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4463&page=5,뭔가 될거같기도...,일반글,해당 없음,0.95
근데 패치 점수 반영 안되는 경우는 왜 그런거임?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4462&page=5,퍼펙트 치고 추가 점수 받았는데도 반영 안되는거면 그 곡 랭킹에 못 들어서 그런거임?...,일반글,해당 없음,1.00
갤 망했나요???,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4461&page=5,글리젠 왜이럼...,일반글,해당 없음,0.95
"밤비추하면 개추박힘, 비추박힘?",https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4460&page=5,문득 궁금해짐...,일반글,해당 없음,0.95
이겜 최고판정 몇 ms 임?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4459&page=5,옆집 옆옆집 다하는데 궁금쓰함...,일반글,해당 없음,0.95
ui 조작 마우스 ㅄ같은거 언제 수정함?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4458&page=5,곡 선택은 휠업다운으로 고를 수 있으면서 정작 곡 시작은 엔터로 해야하는게 ㅋㅋ 환경 설정은 키보드로만 들어 갈 수 있으면서 정작 조작은 마우스로 ㅋㅋ 얼탱이네...,비방글,1. 'ㅄ같은'이라는 욕설에 준하는 표현 사용,0.85
밤비 그림,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4457&page=5,흐앙?...,일반글,해당 없음,0.95
애들그렷어,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4456&page=5,나머지는 다음에 그릴거야...,일반글,해당 없음,0.95
스텔라히치하이커 28퍼펙,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4455&page=5,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
이 겜도 스팀에서 엑박 패드 지원 해주겠지???,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4454&page=5,이지투디제이나 디맥도 지원해주는데 나 패드로 하고싶어~~~~...,일반글,해당 없음,1.00
6키도 킬로 돌파,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4453&page=5,6키는 플랩이 가장 재밌는듯...,일반글,해당 없음,0.95
오늘의스타플라티나랩,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4452&page=5,깔끔하게 패론치 3개 비마니 하던 시절 이후로 NU-KO님 보컬 거의 처음듣는것같은데 여전히 너무 좋음 비마니 시절에도 이분 보컬곡은 다 취향이었는데...,일반글,해당 없음,0.95
4키 페타 달성!!,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4451&page=5,"기가 찍을때도 20 19 힘들어서 죽을맛이었는데 하다보닌까 21,22 난이도 혈뚤려서 어캐어캐 찍었네 캬...",일반글,해당 없음,0.95
21렙 이상곡 첫퍼펙트 디코드,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4450&page=5,캬ㅑㅑㅑㅑ 이걸로 테라 찍을줄알았는데 까비 아깝숑.....,일반글,해당 없음,0.95
전파계 ㄹㅇ 취향인데 dlc언제냄,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4449&page=5,내가 사겠다고...,일반글,해당 없음,0.95
4키 타키온 99퍼달성,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4448&page=5,폭주햄 노래 진짜 좋다 캬...,일반글,해당 없음,0.95
기사 나옴,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4447&page=5,https://gamefocus.co.kr/detail.php?number=165409&thread=14r02...,일반글,해당 없음,0.95
키빔제거좀 ㅇㅇ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4446&page=5,ㅈㄴ가려서 못하겠음...,일반글,해당 없음,0.85
DLC 만큼은 진짜 기대된다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4445&page=5,아직은 볼륨이 작지만 패턴도 잘 만들고 dlc 작곡가 라인업도 개쩌니까 그때까지 쥐죽은듯 기다려야지...,일반글,해당 없음,0.95
플엑 가서 뭐 또 할 게 있나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4444&page=6,플랩만 하다오기엔 좀 그런대...,일반글,해당 없음,0.95
4키 패치50곡 다채워왔어,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4443&page=6,E 달성 - dc official App...,일반글,해당 없음,0.95
플엑때 코스프레 한다는 분 계시네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4442&page=6,https://x.com/hanururu_/status/1920459910011392029?s=19 벌써?...,일반글,해당 없음,0.90
아니 ㄹㅇ 해금 개힘드네..,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4441&page=6,얼엑출시떄 사서 열심히해가지고 해금 겨우 이정도 했는데 앞으로 얼마나 해야하는거니...,일반글,해당 없음,0.95
저같은 허접 뉴비한텐 이 게임이 정말 좋아요,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4440&page=6,"매 판 패슬 비율 피드백해줘서 바로바로 판정감 익히는게 엄청나게 좋은듯 디맥은 내가 아무리 설정값 이리저리 만져봐도 판정 삑이 많이나서 걍 저주받은 재능인가 싶었는데 여기서 세부퍼펙-일반퍼펙 비율이 디맥에서 100퍼-미만이랑 비슷한거같음 글고 4+키가 엄청 재밌음.. 디맥에서 다키, 특히 8키 넘어갈때 적당한 난이도 찾기가 어렵고 들쑥날쑥해서 던지기 일수였...",일반글,해당 없음,0.95
YOP 6line,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4439&page=6,-3...,일반글,해당 없음,0.95
앞으로 정발 전에는 할인 없을까?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4438&page=6,그냥 고민하지말고 미리 살껄...,일반글,해당 없음,0.95
나 좀 잘친듯,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4437&page=6,6개 ㄲㅂ...,일반글,해당 없음,0.95
초기에는 사볼콘으로 문제 없이 플레이 했는데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4436&page=6,지금은 사볼콘으로 아예 못돌릴 정도로 키씹힘이 심해졌네 왜이러지 - dc official App...,일반글,해당 없음,0.95
[dcinside] 플라티나랩 마이너갤러리 관리자급여지급건,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4435&page=6,"업무에 노고가 상당히 많으십니다. 매니저님 그리고 부 매니저님. 플라티나랩 마이너 갤러리 매니저 및 부매니저 급여 지급 관련하여 공지합니다. 매니저 : 8,900\+4,300\(갤러리 이벤트 지원금) 부매니저 : 4,300\ 부매니저님들의 급여와 개인 수당은 일괄적으로 매니저님에게 송금됩니다. 건전한 인터넷 문화 발전을 위해 힘 써주시기 바랍니다. 감사합니...",일반글,해당 없음,1.00
프레임드랍 생기고 노트 순간이동하는데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4434&page=6,머임 겜 출시 직후엔 괜찮았는데 갑자기이러냐 나만그런거아니지??...,일반글,해당 없음,0.95
악곡DLC 나올때까지 숨참음,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4433&page=6,출퇴근마다 듣고있다 일상탈출.....,일반글,해당 없음,0.95
플라티나 랩에 대한 설문조사 이벤트가 진행중입니다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4432&page=6,"안녕하세요. 이번 플레이엑스포 2025에서 좋은 기회가 되어 플라티나 랩에 대한 인터뷰를 진행하게 되었습니다. 인터뷰에 대한 완성도를 높이기 위해 AMA(Ask Me Anything) 설문조사를 진행하게 되었습니다. 단순 질문 수집과 설문조사가 아닌, 갤에서 항상 이야기 나왔던 DB 인기투표도 진행중입니다. 이벤트에 대한 규정사항이 없어 부득이하게 X(트위...",일반글,해당 없음,0.95
버그 패치노트 언제 나올까,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4431&page=6,곡 좋은거 겁나 많은데 키씹버그땜에 못하는게 말이 되냐고...,일반글,해당 없음,0.95
제타의 절반,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4430&page=6,제타 벽이 진짜 높구나...,일반글,해당 없음,0.95
판정선 상하한 조정 도대체 언제되는거임,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4429&page=6,겜좀 제대로 하고싶다...,일반글,해당 없음,0.95
이겜 어떰?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4428&page=6,오픈 초창기에 좀 보이더만 살만함?...,일반글,해당 없음,0.95
lirile 원곡 엄청 기네 ㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4426&page=6,https://www.youtube.com/watch?v=ApvfEjK2pZA 유튭뮤직에서 우연히 원곡 듣게 됐는데 14분 실화냐 이걸 리겜으로 들여올 생각 한것도 대단한듯...,일반글,해당 없음,0.95
여기 프로그래머 큐왈제작한사람아님?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4425&page=6,큐왈은 ㄱㅊ던데...,일반글,해당 없음,0.95
확실히 키반응이 느리게 들어가는듯?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4424&page=6,판정이 쌉 곱창남....,일반글,해당 없음,0.90
키씹히는건 솔직히 신경안씀,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4423&page=6,어차피 이게임 서브게임정도로만 하는중이라 크게신경은 안쓰고 대충 손만풀고갑니다 생각하면서하는중이라 그러려니하겠는데 ASIO 512로 고정되는거나 좀 고쳐주면좋겟노...,일반글,해당 없음,0.95
이번 패치하고 키씹힘 심해진거 같은데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4422&page=6,넘버패드 안쓰면 될줄알았는데 가끔 씹히네 넘버패드는 거의 불가능할정도로 씹히고 ㄷㄷㄷ...,일반글,해당 없음,0.95
근데 제대로 된 프로그래머가 있긴함?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4421&page=6,검색해보니 대학생이 만드는거라던데 돈받고 파는데에 좀 이런건 빨리빨리 고쳐라 환불 ㅈㄴ마려움...,일반글,해당 없음,0.85
입력 버그심하긴하네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4420&page=6,뭐 연휴 끝났는데 뭐라도 고쳐주겟지...,일반글,해당 없음,0.95
4060ti쓰는데 간헐적으로 플레이중간에 멈추던데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4419&page=6,나만 그런건 아니었네...,일반글,해당 없음,0.95
SS+이란게 있는지 처음 알음,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4418&page=6,그 반짝이 이펙트가 +였다고...,일반글,해당 없음,0.95
[버그] 곡 시작 후 마우스를 움직이면 키 입력이 매우 느려지고 통제불가,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4417&page=6,나는 위 영상 처럼 되는데 나만 그러는 건지 아니면 다른 사람도 위 영상처럼 하면 저렇게 되는 지는 의문...,일반글,해당 없음,0.95
라크리모사 S클딸,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4416&page=6,27부터 올콤은 커녕 S도 힘드네 진짜...,일반글,해당 없음,0.95
나 1070인데도 프레임드랍 없는데,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4415&page=6,사양문제는 아닌거같아요...,일반글,해당 없음,0.95
4키 테라까지 올렸어,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4414&page=6,텅텅단곧탈출 - dc official App...,일반글,해당 없음,0.95
리듬게임의 기본이 안됐네,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4413&page=6,자꾸 프리징 생기고 키가 계속씹힘 9800x3d인데 프레임도 자꾸떨어짐 사양이 부족한게 아닌데 곡이 아무리좋아도 제대로 칠수가 없으니 ㅈㄴ 열받음...,일반글,해당 없음,0.95
겜 실행후 첫 이펙트 재생시 프리징,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4412&page=6,사양 높지는 않은 노트북 쓰는중인데 게임 실행하고 나서 최초로 이펙트 뜰때 높은확률로 1초정도 화면이 멈춤 퍼펙트커넥트/풀커넥트/피치노트이펙트/풀콤보/퍼펙트디코드 이렇게 5가지 이펙트 뜨는 타이밍에 현상 발생함 한번 이펙트 뜨고나서는 게임 종료하기전까지 괜찮은데 이거때문에 겜 키고나서 굳이 피치노트 나오는 곡 한번 트라이해야되는게 짜침 그리고 1초 프리징때...,일반글,해당 없음,0.95
"시즌 2호 23렙 풀콤!! ㅡ YOP (4키 오버, 23렙)",https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4411&page=6,https://youtu.be/mzDoswLi_dY ?si=0twiWd_35Nquj3Ur 나이스!!!! + 얘 그냥 리듬타는게 존나 커여움 ㅋㅋ...,일반글,해당 없음,0.95
414 풀콤 떴나?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4410&page=6,어림도 없지 ㅋㅋ...,일반글,해당 없음,0.90
로로랑 병원놀이 하고싶다,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4409&page=6,나 환자라고 건들지말라하고 푹 자고싶다 - dc official App...,일반글,해당 없음,0.95
아니 갤보니까 ㅅㅂ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4408&page=6,키보드고장난게 아니네??? - dc official App...,일반글,해당 없음,0.80
4키 K달성,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4407&page=6,S키 박혀서 키보드새로삼.. - dc official App...,일반글,해당 없음,0.90
앆ㄲㄲㄲㄲ,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4406&page=6,맨마지막에!!!!!!!!!! 크아악 근데 이곡 22렙치고 너무 물렙인거같은데 정박곡이라 그런가?? 뭔가 다른곡에비해 연타나 트릴이나 처리력같은 요구하는 빡센파트가 거의없는 느낌 본인 21렙도 겨우 99퍼 끌어올리는데 이곡만 잘쳐짐...,일반글,해당 없음,0.95
디코 안 만드는 이유,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4405&page=6,고객 응대하기 귀찮아서...,일반글,해당 없음,0.95
도대체 최적화가 어떻게된거지,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4403&page=6,9950x3d 5090 64gb 조합인데도 4K기준 프레임 100 아래로 간혹 추락하네.. 뭐지 이겜......,일반글,해당 없음,0.95
곡 하나 때문에 랄부 잡혔네 씨발,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4402&page=6,아직 곡도 적고 패턴도 디맥 출시 때 sc 텅텅따리였던거 비슷하게 비어있던데 노래 딱 한 개 때문에 샀다 병신 ㅍㅌㅊ? 꽃희망 이거 PC 리겜엔 왜케 잘 없냐고 ㅅㅂ 믂머는 건반 아니고 뮤싱크는 걍 겜이 장애인이고...,비방글,1. 직접적인 욕설 포함,0.95
키씹 버그 관련 추가 증거물,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4401&page=6,https://youtu.be/Ub4htTB5aTE 2025 05 06 14 30 43 2025 05 06 14 30 43 https://i.ytimg.com/vi/Ub4htTB5aTE/hqdefault.jpg 16미스나 나는 건 진짜 에바네...,일반글,해당 없음,0.85
나도 키씹힘 일어난다.,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4400&page=6,RTX 4060 Intel(R) Core(TM) i5-14400F 2.50 GHz RAM 32GB임. 이것도 사양이슈냐...,일반글,해당 없음,0.95
이거는머라고읽는거랍니다?에스에스?짝부랄?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4399&page=6,내용 없음,분석 불가 (내용 없음),본문 내용을 가져올 수 없습니다.,0.00
케이크 가슴에 파묻히고 싶다.,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4398&page=6,ㄹㅇ...,일반글,해당 없음,0.95
슬슬 디코 만들어야 하지 않나,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4397&page=6,만든다면서...,일반글,해당 없음,0.90
갑자기 1번이 갔어..,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4396&page=6,툭툭건드리는데 안풀리더라고 틀리고나서 눌림 ㅜㅜ...,일반글,해당 없음,0.95
ちょこ 리겜에서 유명함?,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4394&page=6,https://www.youtube.com/watch?v=j3QaWbN3Bu4 호불호 엄청 갈릴 거 같은데 4곡이나 있네...,일반글,해당 없음,0.95
으흐흐첫퍼펙,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4393&page=6,스빠스딸린 - dc official App...,일반글,해당 없음,0.90
플랩 스토브로 사는거 별로인가,https://gall.dcinside.com/mgallery/board/view/?id=platinalab&no=4392&page=6,나중에 dlc 나오고 이러면 파편화되어서 별로일까...,일반글,해당 없음,0.95
