title,link,content_excerpt,gemini_classification,gemini_reason,gemini_confidence
이준석이 단일화를 왜하냐 븅신아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438325&page=4,이준석 쫓아낸게 국힘인데 이제와서 지들 아쉬우니 단일화해줘라? 개좆까고있노ㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.99
보수는 딴게 없다.. 그냥 이준석 중심으로 5년 끌고가서 대선해야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438324&page=4,또 뭐 괜히 개병신같은 구태 틀딱 정치인 올려서 밀어볼려고 애쓰면 영원히 민주당 밑에서 떨어지는 고물이나 핥는 개새끼 되는거임......,욕설 사용,"직접적인 욕설 포함됨 ('개병신', '개새끼' 등)",0.99
대선총선을 왜 자꾸 이준석이 이겼데 명태균이했지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438323&page=4,느그 상납이가함? 그렇게 선거잘하는 새끼가 왜 본인은 대선 쳐나와서 10%도 못찍음? 유승민이랑 다를게 뭔데 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
진핑이 보니까 죄명이 같은거는 걱정안해도 되겠음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438322&page=4,진핑이같이 시키지도 않은일을 열심히하다 파멸할 스타일......,일반글,직접적인 욕설 없음,1.00
내란당 < 걍 빨간민주당임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438321&page=4,누구보다 민주당을 사랑하는 병신들 ㄹㅇ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
출구조사에서 찢 51퍼라며 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438320&page=4,50퍼도 못넘기네 ㅆㅂ ㅋㅋ......,욕설 사용,'ㅆㅂ' 등 직접적인 욕설 포함됨,0.99
딸피 : 이대남 버리고 4050 한녀 표심 잡으려 애써야겠노,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438319&page=4,지난 대선 이긴 후 이대남 통수 치고 우파페미 ㅇㅈㄹ하던 새끼가 할소리냐 저게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
초대 정부 인선 떴다 ㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438318&page=4,니미개씨발 좆된건 확정임 ㅇㅇ......,욕설 사용,"직접적인 욕설 포함됨 ('니미', '개씨발', '좆' 등)",0.99
25만원 생기면 바로 메이플 현질한다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438317&page=4,2찍했지만 개이득이죠?......,일반글,직접적인 욕설 없음,1.00
"속보) 이준석, 당선인 발표 후 새벽 극적 단일화... ""힘 모아야""",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438316&page=4,내용 없음...,일반글,직접적인 욕설 없음,1.00
아니 지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438315&page=4,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
일뽕씹덕 << 사망선고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438314&page=4,일뽕강점기 3년만에 종료 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
2찍 기원 개지랄쇼,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438313&page=4,내용 없음...,욕설 사용,직접적인 욕설 포함됨,0.95
코높은멸치님있음?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438312&page=4,서웅......,일반글,직접적인 욕설 없음,1.00
윤두창이 그렇게 서폿 햇는데 50퍼 못 넘긴건 짜친다 정말,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438309&page=4,최약체 김문수 상대로 ㅉㅉ......,일반글,직접적인 욕설 없음,1.00
걍 보수는 이제 끝남.txt,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438308&page=4,틀딱 vs 스톤이 내갈 구도 형성되서 죽을때까지 여성단일화군집 꿀꺽한 선동의 귀재 민주당이 열심히 헤쳐먹을거임 .......,일반글,직접적인 욕설 없음,0.95
찢 뽑으면 나라 망한다 호들갑떠는 새끼들땜에 찢 찍음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438307&page=4,진짜 망하나 궁금해서 ㅇㅇ......,일반글,직접적인 욕설 없음,1.00
솔직히 결과 상관없이,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438306&page=4,틀니들 지랄하는거 봐서 소신있게 얘 찍길 잘했다 ㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
드디어 정신차린 국힘갤 근황....jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438305&page=4,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18437956&fcno=29141206 드디어 정신차린 국힘갤 근황....jpg......,일반글,직접적인 욕설 없음,1.00
결국 50퍼 못넘었네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438304&page=4,자야지......,일반글,직접적인 욕설 없음,1.00
"이제보니 노봉법, 양곡법 그리 나쁜건 아닌듯",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438303&page=4,걍 잼카 만세 만세 만만세......,일반글,직접적인 욕설 없음,1.00
전라도선거  :한짤 요약,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438302&page=4,내용 없음...,일반글,내용 없음,1.00
여혐 <- 이거 하지말라니까?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438301&page=4,않이 여기 디씨새끼들 말 들으면 안 된다니까?......,일반글,직접적인 욕설 없음,0.95
아니 그래도 재판은 계속 진행해야하는게 맞지않음??,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438300&page=5,이재명 지지자 절반도 재판진행하라하는데 - dc official App......,일반글,직접적인 욕설 없음,1.00
2찍 꼰대들보다 1찍 꼰대들이 더 힘든점,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438299&page=5,2찍은 그래도 본인이 약간 꼰대 같다는 인식은 하는데 1찍은 그냥 본인이 깨어있다고 생각하고 열려있다고 생각하면서 사람 깔봐서 진짜 죽탱이 날리고싶음......,욕설 사용,직접적인 욕설 포함됨,0.95
재매이 과반실패=합쳤으면 이겼다 성립=이준석 사형 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438297&page=5,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
틀구이는 통정희 통통교를 믿는 사이비 집단임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438296&page=5,통정희 =아시아 신흥국 대비 발전도 못함 온갖 삥땅질 우상화 블루팀이 사람 갈아넣으면서 6.25 겨우 38선 세미싸움 만들었는데 유신독재 김일성 짓거리 틀구이가 바라는건 제2의 통정희라 저딴짓하다가 늘 위헌-> 탄핵엔딩 맞음......,일반글,직접적인 욕설 없음,1.00
와 이럼 단일화 했으면 몰랐던거네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438295&page=5,심상정 같은 케이스인가......,일반글,직접적인 욕설 없음,1.00
국힘은 왜케 정당이 매력이 없고 뭔가 울림이 없냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438294&page=5,출신들도 솔직히 책한권 쓰기 힘든 쓰레기들에 솔직하게 말해서 인터넷 디시 음모론 가세연급 음모론 기반으로 남 흠집내면서 남 빨갱이 만들고 정당한 근거없이 본인들 애국자 코스프레하는 행정가들 집단인데 이걸 개쌍도 지방에 근거뒀다고 매번 양당제 이용해서 파이 어느 정도 챙기는게 신기하네......,욕설 사용,직접적인 욕설 포함됨,0.95
이재명있는동안에는 태평성대일꺼임 그 다음이문제인거지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438293&page=5,국채발행해서 돈풀때 많이벌어둬라 인플레이션 오기전에 튀면 그게 승리자임 어마어마한 돈의 파도가 올거다 자동차를팔던 폰을팔던 노점상을하던 붕어빵을팔던 모든수단을 동원해서 돈벌고 금/달러로 바꿔놔라 베네수엘라 보니깐 거래를 달러로하드만 - dc official App......,일반글,직접적인 욕설 없음,1.00
4% 차이 보고 잤는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438292&page=5,일어나보니 8% 차 ㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
에휴씨발,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438290&page=5,ㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,1.00
형소법 뜯어고치고 + 5개 재판 올 스탑 !!!!!!,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438289&page=5,. 나라 개 좆망 확정 ㅇㅇ......,욕설 사용,직접적인 욕설 포함됨,0.95
아씨발 근데 김민석 국무총리가 말이되냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438288&page=5,무슨......,분석 최종 실패,최대 재시도 도달,0.00
걍 펨코나 새보갤 같은데 이준석이요 본인인증하고 수금돌리면,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438287&page=5,얼마쯤 모이려나 - dc official App......,일반글,직접적인 욕설 없음,1.00
지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438286&page=5,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
팩트)이재명이 당선된 이유.jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438285&page=5,이새끼 노욕 때문에 공감하면 개추 ㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
법원 미친새끼들 대선이후로 일정잡은게 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438284&page=5,내용 없음...,일반글,내용에 직접적인 욕설 없음,1.00
득표율 보니 이번엔 조작 안했네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438283&page=5,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
내란견들 지들이 내쫓아놓고 이제와서 지랄이노ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438282&page=5,존나 한심함ㅋㅋ - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
이준석 다시 데려와야 되는 이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438281&page=5,까놓고 말해서 이준석 싫어하는 2찍이 친윤말고 더있음? 윤석열 개 병신 호로새끼가 당 씹창내놨는데 이준석이 내부총질을 하건 싸가지가 없건 대체 뭔상관이노 난 쫒아낼때도 이해안됐음 윤어게인 하는 새끼들 데려갈거냐 이준석 데려갈거냐? 다시 모셔와서 3년뒤 총선부터 이겨야지 ㅇㅇ......,욕설 사용,직접적인 욕설 포함됨,0.95
이왕 이리 된 거 이재명이 2+4 표보다 높았으면 좋겠다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438280&page=5,이준석이 단일화 안 해서 김문수 당선 못 했다는 틀딱새끼들 자가당착 빠져서 발작하는 꼴 좀 보게 ㅋㅋㅋㅋㅋㅋㅋㄴ......,욕설 사용,직접적인 욕설 포함됨,0.95
준표햄은 대구에서 한 것도 없이 런한 거 때문에 비호감임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438279&page=5,ㅇㅇ......,일반글,직접적인 욕설 없음,1.00
단일화했음 50퍼먹히고 더좆됐을거같은데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438278&page=5,그나마 50퍼 안주고 40유지한게 천운임 그냥 ㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
근데 이젠 진짜 이대남 버리지 않을 이유가 없음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438277&page=5,"투표율이 높으면 또 몰라 고작 60%면 그냥 갖다 버리고 여성, 4050 남성 표심 잡는 게 선거 이기는 전략임 4찍남들은 기집년들마냥 통계와 기싸움을 하려고 하기 때문에 대화가 안 통함......",욕설 사용,직접적인 욕설 포함됨,0.95
이재명 좆같긴한데 어쩌면 잘됐음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438276&page=5,보수물갈이 해야지 ㄹㅇ......,욕설 사용,직접적인 욕설 포함됨,0.99
재판부가 2심 무죄+파기환송 미룬 거,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438275&page=5,이미 대세는 기울었다고 판단 끝난 거임 삼권분립같은 현실성 없는 소리 할 때가 존나 웃김......,욕설 사용,직접적인 욕설 포함됨,0.95
25만원 주겠지 안주면 내란이다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438274&page=5,ㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
우울하내,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438273&page=5,잠에못들엇어난 - dc official App......,일반글,직접적인 욕설 없음,1.00
과반 넘으면 대통령 임기 연장됨?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438272&page=5,정신승리 애잔하노 ㅋㅋ......,일반글,직접적인 욕설 없음,0.95
앞으로의 이준석 이미지 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438271&page=5,- dc official App......,일반글,직접적인 욕설 없음,1.00
계엄 크리까지 터져놓고,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438270&page=5,국힘이랑 7퍼차이도 안나는 재매이햄 ㄹㅇ 대단하다......,분석 최종 실패,최대 재시도 도달,0.00
아 얘네 주작기 돌리네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438269&page=5,그러니깐 서버가 계속 못버텼지......,일반글,직접적인 욕설 없음,1.00
와 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438267&page=5,이재명 당선으로 형소법 뜯어고치고 5개 재판 올 스탑ㅋㅋㅋㅋㅋㅋ 진짜 씨발 좆되긴 좆되는구나......,욕설 사용,"직접적인 욕설 포함됨 ('씨발', '좆되긴' 등)",0.99
노조도없는 회사다니는애들만 불쌍한거지 뭐 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438266&page=5,아 노력을 안했으니 자업자득인가?......,일반글,직접적인 욕설 없음,1.00
이제 민주당이 150석으로 법안 발의하면 무조건 통과 되는거임???,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438264&page=5,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
와ㅋㅋ근데 딸랑3자구도에서 10퍼를 못하냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438263&page=5,ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ......,욕설 사용,직접적인 욕설 포함됨 ('ㅅㅂ' 사용),0.99
단일화하면 먹튀하는게 일상인데 왜 단일화하겠음? ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438262&page=5,당상관없이 단일화하고나서 다 처참하게 내다버려지더마 ㅋ......,일반글,직접적인 욕설 없음,1.00
야수니 어때,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438261&page=5,- dc official App......,일반글,직접적인 욕설 없음,1.00
준서기 40억 누가갚냐 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438260&page=5,내용 없음...,일반글,직접적인 욕설 없음,1.00
이재명은 계암구도에서 이전보다 100만표도 더 못먹엇네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438259&page=5,ㄹㅇㅋㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
걍 계엄만 없었어도,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438258&page=5,탄핵도 없고 이재명도 없고 대선도 없었음 - dc official App......,일반글,직접적인 욕설 없음,1.00
걍 지금 틀딱들 반응보면 4찍<- 한거 더 잘햇다는 생각드노,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438257&page=5,내용 없음...,일반글,직접적인 욕설 없음,1.00
이번 대선은 2030 남성들이 변수였네.jpg,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438256&page=5,"계엄 정당+약체 김문수+물가 폭망+내부 갈등 등 악재 터지고 30대 여성, 405060 세대들이 2022 대선보다 크게 좌로 쏠린 상황 근데 막상 투표 까보니 이재명 vs 김문수+이준석 비등한 수준에 공중파 대선 출구 조사가 처음으로 크게 틀렸다? 2030 남자들이 위기감 느끼고 결집했다는 의미인 듯......",일반글,직접적인 욕설 없음,1.00
25만원 안줄확률 높은데 1찍들만모름 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438255&page=5,니네 애미한테 1번뽑았으니 25만원 주라 하는게 더가능성있음......,욕설 사용,직접적인 욕설 포함됨,0.95
이재명 과반 실패 확정이네 ㅠㅠ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438254&page=5,MBC가 팩트체크 해줌 남은 표 다 받아도 50 안된다네......,일반글,직접적인 욕설 없음,1.00
정치얘기 그만하고 야짤올려라 글 내용은 없다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438253&page=5,구라야......,일반글,직접적인 욕설 없음,1.00
대선때문에 야순이도 관심 못받노,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438252&page=5,나라가문제지 한녀가문제냐 - dc official App......,일반글,직접적인 욕설 없음,1.00
지금 좆된건 이준석이 아니라 국민의힘이라니깐...,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438251&page=5,"이를테면 이준석은 일종의 ""옥새""같은거임 2030을 들고있는 옥새. 이준석이 당대표 시절: 대선,지선,보궐,총선 다 이김 윤석열 대통령 만들때도 지금 데이터보면 결국 이준석이 만든거임 그리고 이준석 쫓아낸 후 김기현, 한동훈이 보궐,총선 다 쳐발리고 민주당에 190석 내준것도, 오늘 대선에서 쳐발린것도, 결국 딱 이준석 파이만큼 모자라서 지는거임 이준석이 ...",욕설 사용,직접적인 욕설 포함됨,0.99
50못넘엇다 ㅋㅋㅋ 권영국표 빌려줄래 ㅋㅋㅋ?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438250&page=5,ㅋㅋㅋㅋㅋ......,일반글,직접적인 욕설 없음,1.00
팩트)결국 김문수만 이득본거다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438249&page=5,이재명은 50퍼 이상 달성 예상 출구조사도 51퍼 근데 까보니 오차 2퍼차이 근데 김문수는 40퍼만 넘기길 바랬는데 41퍼 졌잘싸 이준석은 10퍼 챙겨야해서 출구조사보다 선전해서 8퍼 넘겼지만 10퍼 실패 손해 - dc official App......,일반글,직접적인 욕설 없음,1.00
180석 이재명 총통 시대를 맞이하라,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438248&page=5,만만한 야준석이나 패라 ㅋ......,일반글,직접적인 욕설 없음,0.95
중국어 공부해야하나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438247&page=5,쎄쎼 만 잘 하면 되려나......,일반글,직접적인 욕설 없음,1.00
중국어 공부해야하나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438247&page=6,쎄쎼 만 잘 하면 되려나......,일반글,직접적인 욕설 없음,1.00
이대남 투표율: 군인끼고 60퍼ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438246&page=6,"국힘은 진심 생각이 있으면 제발 이대남 쳐내라 진심이다 그 새끼들 붙어봐야 이준석에게 붙는데 어짜피 이준석은 다음 지선에 선거 개쳐망해서 정치생명 끝날거고 다음 총선에 절대 못붙고 그대로 원외인사행, 은퇴다 ㅇㅇ 이대남 이새끼들 영입하려고 이준석 영입한다 이지랄 하지 말고 걍 무시해라 진심이다. 영입해봤자 고작 60퍼따리, 그마저도 20퍼는 민주당뽑는데 의...",욕설 사용,'새끼' 등 직접적인 욕설 포함됨,0.95
이대남 투표율: 군인끼고 60퍼ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438245&page=6,"국힘은 진심 생각이 있으면 제발 이대남 쳐내라 진심이다 그 새끼들 붙어봐야 이준석에게 붙는데 어짜피 이준석은 다음 지선에 선거 개쳐망해서 정치생명 끝날거고 다음 총선에 절대 못붙고 그대로 원외인사행, 은퇴다 ㅇㅇ 이대남 이새끼들 영입하려고 이준석 영입한다 이지랄 하지 말고 걍 무시해라 진심이다. 영입해봤자 고작 60퍼따리, 그마저도 20퍼는 민주당뽑는데 의...",욕설 사용,'새끼' 등 직접적인 욕설 포함됨,0.95
이대남 10명중 6명은 병신인거네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438244&page=6,2명은 상병신 4명은 좆병신......,욕설 사용,직접적인 욕설 포함됨 ('좆병신') ,0.95
이대남 투표율: 군인끼고 60퍼ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438243&page=6,"국힘은 진심 생각이 있으면 제발 이대남 쳐내라 진심이다 그 새끼들 붙어봐야 이준석에게 붙는데 어짜피 이준석은 다음 지선에 선거 개쳐망해서 정치생명 끝날거고 다음 총선에 절대 못붙고 그대로 원외인사행, 은퇴다 ㅇㅇ 이대남 이새끼들 영입하려고 이준석 영입한다 이지랄 하지 말고 걍 무시해라 진심이다. 영입해봤자 고작 60퍼따리, 그마저도 20퍼는 민주당뽑는데 의...",욕설 사용,'새끼' 등 직접적인 욕설 포함됨,0.95
우리나라 개표방식은 원래 시청률 때문에 초중반까지 무조건 박빙으로 만듦,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438242&page=6,이번에도 수도권 호남이 개표 제일 느리고 본투표부터 까고 나중에 사전 깠잖아......,일반글,직접적인 욕설 없음,1.00
이대남 투표율: 군인끼고 60퍼ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438241&page=6,"국힘은 진심 생각이 있으면 제발 이대남 쳐내라 진심이다 그 새끼들 붙어봐야 이준석에게 붙는데 어짜피 이준석은 다음 지선에 선거 개쳐망해서 정치생명 끝날거고 다음 총선에 절대 못붙고 그대로 원외인사행, 은퇴다 ㅇㅇ 이대남 이새끼들 영입하려고 이준석 영입한다 이지랄 하지 말고 걍 무시해라 진심이다. 영입해봤자 고작 60퍼따리, 그마저도 20퍼는 민주당뽑는데 의...",욕설 사용,'새끼' 등 직접적인 욕설 포함됨,0.95
근데 이재명 아내분 고우시네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438240&page=6,오늘은 밀프물로 한발 뺀다......,일반글,직접적인 욕설 없음,1.00
이대남 투표율: 군인끼고 60퍼ㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438239&page=6,"국힘은 진심 생각이 있으면 제발 이대남 쳐내라 진심이다 그 새끼들 붙어봐야 이준석에게 붙는데 어짜피 이준석은 다음 지선에 선거 개쳐망해서 정치생명 끝날거고 다음 총선에 절대 못붙고 그대로 원외인사행, 은퇴다 ㅇㅇ 이대남 이새끼들 영입하려고 이준석 영입한다 이지랄 하지 말고 걍 무시해라 진심이다. 영입해봤자 고작 60퍼따리, 그마저도 20퍼는 민주당뽑는데 의...",욕설 사용,'새끼' 등 직접적인 욕설 포함됨,0.95
이준석표가 오롯히 김문수표인줄 아는 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438238&page=6,게시글 내용 로드 실패: 404 Client Error: Not Found for url: https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438238&page=6......,일반글,직접적인 욕설 없음,1.00
준석이는 제명된다 쳐도 내란 틀딱당 친윤 쌍권 감당됨?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438237&page=6,난 앞이 깜깜하다 이제 후보도 없고 좆됐노 - dc official App......,욕설 사용,직접적인 욕설 포함됨,0.95
전과4범에 재판4개 마누라아들 다 전과자ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438236&page=6,ㅅㅂ 이런집안이 대통령 ㅅㅂㅋㅋ 민좆당이라도 전과없는 김부겸 같은놈이라면 이해라도 하지ㅋㅅㅂ 거기다 연예인들 음주운전은 잘도 매장시키면서ㅋㅋ 찢재명 ㅋㅋ - dc official App......,욕설 사용,'ㅅㅂ' 등 직접적인 욕설 포함됨,0.99
잼카 충성충성충성,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438235&page=6,3대남인데 대선 전에 야갤에 글 쌌던건 잊어주시고 앞으로 충빅한 잼카의 충견 3대남을 어여삐 여겨주십쇼 ㅠㅠ......,일반글,직접적인 욕설 없음,1.00
찢도 ㅈㄴ 웃기긴하네 ㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438234&page=6,계엄 내란 치트키를 쓰고도 섹스톤이랑 국짐 표 합치면 진짜 엄대엄이네 ㅋㅋㅋㅋ 점마 싫어하는새끼들 ㅈㄴ 많노 ㅋㅋㅋㅋㅋ 앞으로 순탄치는 않을듯 ㅋㅋㅋ 푸틴마냥 개헌 때리는 거 아닌이상 ㅋㅋ......,욕설 사용,직접적인 욕설 포함됨,0.95
아니 이건 이대남탓이 맞다니깐?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438233&page=6,50% 못 넘고 이대녀 삼대녀 절반밖에 못 빤거보면 답 안나옴?......,일반글,직접적인 욕설 없음,1.00
근데 사법부 이새끼들은 재판 진행할건지 멈출건지 왜 입장발표,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438232&page=6,안하는거냐 - dc official App......,욕설 사용,직접적인 욕설 포함됨: '새끼',0.95
아까 새보수당갤은 준스기 존나 팰거라고 해서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438231&page=6,구경갔는데 패는건 문수네 ㅋㅋㅋ 틀딱새끼 또 구라쳤노 십새끼야 한녀랑 다를바가 없노 시발새끼들......,욕설 사용,"직접적인 욕설 포함됨 ('십새끼', '시발새끼' 등)",0.99
헐...이게 또 뜨네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18438230&page=6,- dc official App......,일반글,직접적인 욕설 없음,1.00
